host_id,host_url,host_name,host_since,host_location,host_about,host_response_rate,host_acceptance_rate,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count
28439118,https://www.airbnb.com/users/show/28439118,Yumeng,2015-02-27,Canada,"Hi I’m Yumeng, Hope you enjoy exploring our beautiful Vancouver! ",100%,100%,https://a0.muscache.com/im/pictures/user/384e6458-6c47-458a-896c-fe88a80aa022.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/384e6458-6c47-458a-896c-fe88a80aa022.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
28469375,https://www.airbnb.com/users/show/28469375,Geraldine,2015-02-27,"Vancouver, Canada",Family living in Beautiful Vancouver.,100%,100%,https://a0.muscache.com/im/users/28469375/profile_pic/1425085991/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28469375/profile_pic/1425085991/original.jpg?aki_policy=profile_x_medium,Kitsilano,2,2
28532295,https://www.airbnb.com/users/show/28532295,Sherman,2015-03-01,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/users/28532295/profile_pic/1425191412/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28532295/profile_pic/1425191412/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,3
28696277,https://www.airbnb.com/users/show/28696277,Katy,2015-03-03,"Vancouver, Canada","Hi! 
I'm originally from the UK, but have been living in Vancouver since 2018.",N/A,N/A,https://a0.muscache.com/im/users/28696277/profile_pic/1432559824/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28696277/profile_pic/1432559824/original.jpg?aki_policy=profile_x_medium,,4,5
28715695,https://www.airbnb.com/users/show/28715695,Leila,2015-03-03,"North Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/pictures/user/36c09812-339e-434e-80ca-966913e0b0a8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/36c09812-339e-434e-80ca-966913e0b0a8.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
28884211,https://www.airbnb.com/users/show/28884211,Kathy,2015-03-06,"Vancouver, Canada",,100%,93%,https://a0.muscache.com/im/users/28884211/profile_pic/1425935066/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28884211/profile_pic/1425935066/original.jpg?aki_policy=profile_x_medium,Commercial Drive,1,4
28891782,https://www.airbnb.com/users/show/28891782,Chelsea,2015-03-06,"Vancouver, Canada","I am a Teacher who loves travelling and has been to over 32 countries. I have lived in Canada, Australia and South Korea. I am a very friendly outgoing person who loves everything Vancouver has to offer!! From the mountains to the beaches to the city, you will find whatever you are looking for here. 

My life motto is not all those who wander are lost 

Looking forward to hearing from you
",N/A,0%,https://a0.muscache.com/im/users/28891782/profile_pic/1429190355/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28891782/profile_pic/1429190355/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,4
28946580,https://www.airbnb.com/users/show/28946580,Wen,2015-03-08,"Vancouver, Canada","Hi, 我是Helen, 我喜欢阅读，园艺，美食...要切磋厨艺，加美财经，美容美甲的欢迎找我哦。",100%,99%,https://a0.muscache.com/im/pictures/user/328b0caf-f375-45c3-add6-3956371582f7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/328b0caf-f375-45c3-add6-3956371582f7.jpg?aki_policy=profile_x_medium,Marpole,2,3
29063125,https://www.airbnb.com/users/show/29063125,Mary,2015-03-09,"Vancouver, Canada","I have a beautiful family and we love to travel. We love the outdoors and being active together. I love to garden in the summer, and to bake in the winter.",100%,100%,https://a0.muscache.com/im/users/29063125/profile_pic/1425950348/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29063125/profile_pic/1425950348/original.jpg?aki_policy=profile_x_medium,Kerrisdale,1,1
29133871,https://www.airbnb.com/users/show/29133871,Edward,2015-03-11,"Victoria, Canada","Hello, call me Eddie! Born and raised in beautiful Victoria, BC, my wanderlust really took root after spending 4 months living in the Czech Republic in 2015. I love the authenticity of Airbnb, and have had fantastic experiences with it thus far in places like Dubrovnik, Budapest, and Amsterdam! I'm a very clean and respectful guest, and I promise to take good care of your home :)

Something interesting about me: running an award-winning business at age 21!",100%,67%,https://a0.muscache.com/im/pictures/user/6e727405-a941-46b8-ac03-44e5af36299d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e727405-a941-46b8-ac03-44e5af36299d.jpg?aki_policy=profile_x_medium,Riley Park–Little Mountain,1,4
29221250,https://www.airbnb.com/users/show/29221250,Larry,2015-03-12,"Vancouver, Canada",I'm happy to share my properties with people visiting Vancouver and helping them have the best possible experience while they are here. ,100%,100%,https://a0.muscache.com/im/pictures/user/8e078ff4-e3b0-4350-b402-ff45122f31e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8e078ff4-e3b0-4350-b402-ff45122f31e4.jpg?aki_policy=profile_x_medium,Marpole,2,3
29222554,https://www.airbnb.com/users/show/29222554,Alex,2015-03-12,"Vancouver, Canada","A Vancouverite who enjoy cooking, wine, cocktails and art. ",N/A,N/A,https://a0.muscache.com/im/pictures/user/71329629-3779-4698-9808-ce188912a8d6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/71329629-3779-4698-9808-ce188912a8d6.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,2
29278205,https://www.airbnb.com/users/show/29278205,Matthew,2015-03-13,"Vancouver, Canada","Hi Everyone in airbnb land :) We love living in Vancouver!  My wife Ally & I love the area of Commercial Drive & living so close to everything!  It is a pleasure to share this area & our beautiful city!  We are best suited to families & business travellers, locals...  We look forward to meeting you & sharing a taste from our part of the world!  We also offer boat charters & sightseeing excursions!  Be sure to ask us more if you are interested!  Sincerely, Matthew & Ally - Vancouver, BC - CANADA",N/A,0%,https://a0.muscache.com/im/pictures/user/a0f804d7-f4c1-49b8-89a2-9e7e460a9c0e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0f804d7-f4c1-49b8-89a2-9e7e460a9c0e.jpg?aki_policy=profile_x_medium,Commercial Drive,1,1
29308677,https://www.airbnb.com/users/show/29308677,Allison & Steve,2015-03-14,"Pemberton, Canada","We are a professional couple working in the natural sciences and living with our dog, Polar.  We are outdoor enthusiasts - spending most of our free time climbing, hiking, cycling, and skiing.  We love our little spot in the city and are happy to share it with others.  We hope you enjoy it as much as we do. ",N/A,N/A,https://a0.muscache.com/im/pictures/user/c82dad28-c711-4b9b-88b0-cb7cdc7b24fe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c82dad28-c711-4b9b-88b0-cb7cdc7b24fe.jpg?aki_policy=profile_x_medium,Riley Park,1,1
29400167,https://www.airbnb.com/users/show/29400167,Christine,2015-03-15,"Vancouver, Canada","I am an individual who loves traveling, meeting interesting people, exploring culinary and great wine. ",100%,N/A,https://a0.muscache.com/im/users/29400167/profile_pic/1426459961/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29400167/profile_pic/1426459961/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,2
29412479,https://www.airbnb.com/users/show/29412479,SIV Executive Properties,2015-03-15,"Vancouver, Canada","We are friends who grew up in Vancouver and have experienced all this great city has to offer - Kits beach, sunsets at Spanish Banks, summer fireworks at English Bay, Granville Island Market, treks through Pacific Spirit Park, Queen Elizabeth Park, and Stanley Park, watching sea otters at the Aquarium and amazing community events and farmers markets. Suzanne has two beautiful little girls who love spending time in Canada's largest outdoor pool at Kits Beach.  Together we take care of several beautiful homes.",89%,91%,https://a0.muscache.com/im/pictures/user/a0622e03-b821-4be9-bdf5-7851430ebe4a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a0622e03-b821-4be9-bdf5-7851430ebe4a.jpg?aki_policy=profile_x_medium,Riley Park,8,11
29472003,https://www.airbnb.com/users/show/29472003,Darren,2015-03-16,"Vancouver, Canada","I am a Technical Recruiter located in Vancouver, BC.  I work from home and almost all of my spare time is spent on tinkering with my house.  There isn't anything that hasn’t been updated.  
I enjoy hiking, mountain biking and watching sports (mainly hockey). 

",88%,100%,https://a0.muscache.com/im/pictures/user/09cde6f2-5854-4f07-8c81-3bc003fc69ca.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/09cde6f2-5854-4f07-8c81-3bc003fc69ca.jpg?aki_policy=profile_x_medium,East Vancouver,2,3
29575891,https://www.airbnb.com/users/show/29575891,Sina,2015-03-18,"Vancouver, Canada","The best education in the world is TRAVELLING. 
I am 31 years old, from Germany and I have been living in Vancouver for over 7 years. Besides hiking, yoga and kayaking I enjoy good food and meeting fun and awesome people. 
Let me know if you have any questions.
Sina :)",N/A,50%,https://a0.muscache.com/im/pictures/user/15bec3e2-fd9a-44c9-b280-a8a0211de5fa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/15bec3e2-fd9a-44c9-b280-a8a0211de5fa.jpg?aki_policy=profile_x_medium,West End,1,2
29662800,https://www.airbnb.com/users/show/29662800,Christina,2015-03-20,"Vancouver, Canada","Hi! I’m Christina. I was born in Vancouver, BC, studied at the University of British Columbia, and I work in the sports industry. ",100%,100%,https://a0.muscache.com/im/pictures/user/be9e6261-80ce-465e-ba24-0e40d1bed4f1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/be9e6261-80ce-465e-ba24-0e40d1bed4f1.jpg?aki_policy=profile_x_medium,Kitsilano,1,1
29935262,https://www.airbnb.com/users/show/29935262,Anita,2015-03-24,"Vancouver, Canada","You can find me on my bike! I'm an avid cyclist and enjoy nothing more than hitting the pavement for a long scenic ride. When I'm not pedaling hard, I love spending time with my 2 dogs Baetum (a chubby Corgi Chihuahua mix) and Jovi (a Shih Tzu who loves dancing for his meals). 

Travellers that stay at my humble abode can expect a personalized touch. As expected, everything is neat, tidy and top notch! Getting a hold of me during your stay is a breeze whether you need help with the remote control or suggestions on what to eat for dinner.",100%,100%,https://a0.muscache.com/im/users/29935262/profile_pic/1436850084/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29935262/profile_pic/1436850084/original.jpg?aki_policy=profile_x_medium,,1,2
29968014,https://www.airbnb.com/users/show/29968014,Michael,2015-03-25,"Burnaby, Canada","I work as a professional IT consultant, enjoying life in Vancouver. I'm a passionate, responsible and honest person, enthusiastic in learning new stuff and pursuing a meaningful life. I have a variety of interests, skiing, snowboarding, hiking, camping, traveling, photography, music, reading... are all my favorites.",100%,100%,https://a0.muscache.com/im/users/29968014/profile_pic/1427268348/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/29968014/profile_pic/1427268348/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,6
29993590,https://www.airbnb.com/users/show/29993590,Jennifer,2015-03-25,"Vancouver, Canada","I have lived in Vancouver for nearly 30 years now and for the past 17 I have been lucky enough to call the neighbourhood of Strathcona my home. I am excited to welcome folks to Vancouver for work or play, and hope they'll enjoy Strathcona as much as I do.",N/A,N/A,https://a0.muscache.com/im/pictures/user/89ba2ed1-d01b-4db3-b203-a05cc2c99959.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89ba2ed1-d01b-4db3-b203-a05cc2c99959.jpg?aki_policy=profile_x_medium,,1,2
30064922,https://www.airbnb.com/users/show/30064922,Emily,2015-03-26,"Vancouver, Canada","She/her. 
Vaccinated.
Bike rider. 
Coffee and oatmeal enthusiast. 
Lover of all things unusual and absurd.. 
Formerly touring musician, 
now boring office worker 
existential crisisist. 

All are welcome, my home is a safe space.",100%,95%,https://a0.muscache.com/im/pictures/user/dd8d0d98-6212-42a2-9a5a-1332282312f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd8d0d98-6212-42a2-9a5a-1332282312f0.jpg?aki_policy=profile_x_medium,Fairview,2,2
30084673,https://www.airbnb.com/users/show/30084673,Stephanie,2015-03-27,"Vancouver, Canada",,100%,99%,https://a0.muscache.com/im/pictures/user/27680d9d-ccff-46ec-98c1-cc3acd75147c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/27680d9d-ccff-46ec-98c1-cc3acd75147c.jpg?aki_policy=profile_x_medium,Riley Park–Little Mountain,1,2
30182112,https://www.airbnb.com/users/show/30182112,Payam,2015-03-29,"Dasmariñas, Philippines",,100%,100%,https://a0.muscache.com/im/users/30182112/profile_pic/1427605420/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30182112/profile_pic/1427605420/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
30236899,https://www.airbnb.com/users/show/30236899,Mark,2015-03-29,"Vancouver, Canada","Hello there, I am Mark! I have wanted to start an Airbnb for a long time and finally have done so! If I am not traveling, I would love to meet other people from all over the world. I feel my family and I are great ambassadors for the city of Vancouver. We know the city very well and look forward to helping out our future guests with their travel plans. Any questions or queries about what to do or where to explore in Vancouver, all you have to do is ask? Any special requests before you come stay with us, don't hesitate to let me know.
So far, we have traveled to 70 countries in the world each, so, without question, traveling is a massive passion of ours. 
Hmm, lets see, 5 things we can't live without? 1) traveling 2) being active 3) meeting people 4) good food 5) good coffee.",100%,100%,https://a0.muscache.com/im/pictures/user/65319662-acd7-4983-a568-3819ab8d03cd.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/65319662-acd7-4983-a568-3819ab8d03cd.jpg?aki_policy=profile_x_medium,Riley Park,1,2
30241578,https://www.airbnb.com/users/show/30241578,Lars,2015-03-29,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/pictures/user/9c92c88a-e14b-49cb-a1a6-7e0c16039750.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9c92c88a-e14b-49cb-a1a6-7e0c16039750.jpg?aki_policy=profile_x_medium,Downtown Vancouver,1,2
30300318,https://www.airbnb.com/users/show/30300318,Michelle,2015-03-30,"Vancouver, Canada",,N/A,N/A,https://a0.muscache.com/im/users/30300318/profile_pic/1427748748/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30300318/profile_pic/1427748748/original.jpg?aki_policy=profile_x_medium,West End,4,4
30411393,https://www.airbnb.com/users/show/30411393,Patrick,2015-04-01,"Vancouver, Canada",,100%,98%,https://a0.muscache.com/im/pictures/user/ab554d48-868d-48a8-9d40-e28637bef79e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ab554d48-868d-48a8-9d40-e28637bef79e.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,3
30434492,https://www.airbnb.com/users/show/30434492,Anne-Maree,2015-04-01,"Mayne Island, Canada","Proud AirBnb host in beautiful Vancouver and on serene Mayne Island

Avid world traveler, often seeking sun and sea. 
If I’m not renovating, I’m doing woodwork or traveling with my husband and youngest son. ",100%,88%,https://a0.muscache.com/im/pictures/user/108f0715-4c70-40fc-9527-2ffc0f0725e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/108f0715-4c70-40fc-9527-2ffc0f0725e9.jpg?aki_policy=profile_x_medium,Shaughnessy,2,4
30512274,https://www.airbnb.com/users/show/30512274,Tracy,2015-04-03,"Vancouver, Canada",,95%,98%,https://a0.muscache.com/im/pictures/user/89c3a0e0-0dd6-4d86-8190-e92f7775a96c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/89c3a0e0-0dd6-4d86-8190-e92f7775a96c.jpg?aki_policy=profile_x_medium,East Vancouver,1,2
30617626,https://www.airbnb.com/users/show/30617626,Charles,2015-04-05,"Vancouver, Canada",,100%,97%,https://a0.muscache.com/im/pictures/user/c40f0960-c594-47b8-8b73-428b3fc01199.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c40f0960-c594-47b8-8b73-428b3fc01199.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
30619907,https://www.airbnb.com/users/show/30619907,Carmen,2015-04-05,"Vancouver, Canada","Hope you’re all having a great day!
I am Carmen, I’m  excited to offer my place to you. I have been living in Vancouver since 2002. I have lived in European capitals: Bucharest and Rome and as much as I enjoy city life, I love visiting traditional villages which offer an opportunity to enjoy Agritourism especially in Romania.  

I confess my love to decorative art. The process of browsing through a lot of options to find something truly special excites me. 

I absolutely love traveling, engaging me to different ideas and cultures, new experiences and meeting new people. 
I love music, art, history, fine dinners, holidays and... Apple products. I have really hard time relaxing, but I’m working on it. 

I’m a sun lover at heart. My secret plan is to have a little house with a garden close to the sea. I prefer living in a sunny, bright environment. 

Cherries are my thing! And... I can only find them for a couple of months each year. Now, you know my weakness. 

Happy to meet you!",100%,75%,https://a0.muscache.com/im/pictures/user/a3dfc8c8-f925-4e96-95f9-892c283f6460.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a3dfc8c8-f925-4e96-95f9-892c283f6460.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
30770631,https://www.airbnb.com/users/show/30770631,Joy,2015-04-07,"Vancouver, Canada","Thank you for choosing our loft.
We try our best to keep guests happy.

***We have available dates from June 10th Saturday to 19th Monday (9 nights)
You can reach me via Airbnb messages
Thank you",100%,100%,https://a0.muscache.com/im/pictures/user/202d0c8a-82a5-4b63-9879-1a5c2dcbee03.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/202d0c8a-82a5-4b63-9879-1a5c2dcbee03.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
30812904,https://www.airbnb.com/users/show/30812904,Bronwen,2015-04-08,"Vancouver, Canada","I am a community planner, event planner, and travel planner. I have lived in Vancouver for 25 years and am always glad to come home to this beautiful city, regardless of where I've been travelling. I enjoy good food, especially great chocolate, travel, time with family, and hiking with our family dog.",100%,100%,https://a0.muscache.com/im/pictures/user/3fdbb75a-51dc-43d3-91ca-d970ed922b48.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3fdbb75a-51dc-43d3-91ca-d970ed922b48.jpg?aki_policy=profile_x_medium,,2,2
30849142,https://www.airbnb.com/users/show/30849142,Izabela,2015-04-08,"Vancouver, Canada","Fun loving city professional who loves to travel and is fortunate enough to do it often! I work hard and play harder - the world is a beautiful playground and I can't wait to explore more of it and meet more amazing people along the way. I'm very clean, a bit of a health nut and will treat your city & home like my own... :) ",N/A,100%,https://a0.muscache.com/im/users/30849142/profile_pic/1428637467/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30849142/profile_pic/1428637467/original.jpg?aki_policy=profile_x_medium,Central Vancouver,1,2
30942340,https://www.airbnb.com/users/show/30942340,Wendy,2015-04-10,"Vancouver, Canada","With our travel experiences as a family, having a clean and well located accommodation is our priority.  
We strive in providing an honest as good as you see, true to the picture clean and comfortable accommodation for you to come back to after a long day of exploring. Full privacy while help is within reach. We look forward welcoming you. ",100%,89%,https://a0.muscache.com/im/pictures/user/644edd71-ec10-4daf-9d25-4fc4c8bae05c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/644edd71-ec10-4daf-9d25-4fc4c8bae05c.jpg?aki_policy=profile_x_medium,South Cambie,1,1
30942661,https://www.airbnb.com/users/show/30942661,Zhihui,2015-04-10,"Vancouver, Canada",,N/A,100%,https://a0.muscache.com/im/users/30942661/profile_pic/1428650586/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30942661/profile_pic/1428650586/original.jpg?aki_policy=profile_x_medium,Dunbar-Southlands,1,1
30993322,https://www.airbnb.com/users/show/30993322,Lucia,2015-04-10,"Vancouver, Canada","Our family consists of my husband Colin, myself (Lucia) and our two daughters, Sienna and Bianca. We also have a multipoo, Sasper, who thinks he is the number 1 child... We love to spend time at the beach or do anything that involves the outdoors. One of our favorite getaways is Whistler, where our outdoor adventures continue.   Colin and I are in the film industry and enjoy some of the travel opportunities that this presents. The last place we were was Sooke.. there were deer walking by and also wild turkeys... wow...also no cell reception..double wow..
We feel very blessed to live in our wonderful neighborhood, surrounded by neighbors who have become close friends. The fact that we are a stone's throw from most amenities is a definite bonus!!
5 things we can't live without: dessert, daily fitness, Game of Thrones, music and our friends & family, not necessarily in that order!!",100%,89%,https://a0.muscache.com/im/users/30993322/profile_pic/1431381168/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30993322/profile_pic/1431381168/original.jpg?aki_policy=profile_x_medium,Riley Park,1,1
30994755,https://www.airbnb.com/users/show/30994755,Jordan,2015-04-10,"Vancouver, Canada",Hello! I'm J. I love travelling and sharing my experiences with other people around the world!,100%,100%,https://a0.muscache.com/im/pictures/user/bb98cab4-1a07-4bfe-839f-0733f01478d5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/bb98cab4-1a07-4bfe-839f-0733f01478d5.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
31034916,https://www.airbnb.com/users/show/31034916,Biao,2015-04-11,"Vancouver, Canada","Biao@Vancouver, Engineer, Movie Lover, Technology Enthusiast",N/A,N/A,https://a0.muscache.com/im/pictures/user/3a31128b-8012-45b0-a795-25f6ff24f9be.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3a31128b-8012-45b0-a795-25f6ff24f9be.jpg?aki_policy=profile_x_medium,Arbutus Ridge,1,1
31189071,https://www.airbnb.com/users/show/31189071,Joshua,2015-04-14,"Vancouver, Canada","Hi! I'm a hotelier and like meeting people, love wine & food also outdoor sports",100%,100%,https://a0.muscache.com/im/pictures/user/b94ca670-9072-467c-a73d-c8cd97e29d69.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b94ca670-9072-467c-a73d-c8cd97e29d69.jpg?aki_policy=profile_x_medium,Downtown Vancouver,3,3
31239535,https://www.airbnb.com/users/show/31239535,John And Deb,2015-04-14,"Vancouver, Canada","Deb and John are proud of their home, they've spent the last 20 years restoring it to its former glory and added a few modern conveniences. John's a nurse and part time musician and Deb's a retired school principal and full time mom. John's looking forward to joining Deb in retirement and do what they LOVE the most - travel!",N/A,N/A,https://a0.muscache.com/im/pictures/user/25ba9e8d-95bb-45d1-8283-eac3352cdfe2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25ba9e8d-95bb-45d1-8283-eac3352cdfe2.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,1
31240662,https://www.airbnb.com/users/show/31240662,Amy & Greg,2015-04-14,"Vancouver, Canada","I’ve been working in the travel industry for more than 25 years and my husband works in the film industry. We love meeting people while traveling and learning their cultures and languages. 
I can speak English, Mandarin, Cantonese, and conversational French.",100%,99%,https://a0.muscache.com/im/pictures/user/638aed6e-befb-4ef0-ad7f-270f891768f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/638aed6e-befb-4ef0-ad7f-270f891768f2.jpg?aki_policy=profile_x_medium,Riley Park,1,2
31242976,https://www.airbnb.com/users/show/31242976,Katie,2015-04-14,"Vancouver, Canada","Thank you for taking interest in my lovely abode!

My partner and I are always in the go - making the most of our passions for camping, climbing, cycling, running, and spontaneous road trips. We love exercise but equally enjoy indulging in food and drink.

If you ever want suggestions for where to dine, we are happy to recommend. We get a lot of joy helping guests navigate through our beautiful city. 

We're very proud to have this home and have worked very hard to keep it well-maintained, clean, and tastefully decorated.  We love spending time here and we're confident that you will too!",100%,100%,https://a0.muscache.com/im/pictures/user/aef88136-af4b-4590-9776-715c66ca82b8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/aef88136-af4b-4590-9776-715c66ca82b8.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,1
31304279,https://www.airbnb.com/users/show/31304279,Monica,2015-04-15,"Vancouver, Canada","My family and I love the outdoors, sports and to discover new things and places. We love to meet new people and make them feel at home away from home. Our favourite vacation destinations are places with natural beauty and at the same time being spoiled by having at your fingertips all the great experiences that the city has to offer. 
Welcome!",N/A,N/A,https://a0.muscache.com/im/pictures/user/d82af0f2-74e8-4c2f-b689-27af05608a2a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d82af0f2-74e8-4c2f-b689-27af05608a2a.jpg?aki_policy=profile_x_medium,Downtown Vancouver,2,4
31321661,https://www.airbnb.com/users/show/31321661,Sally,2015-04-16,,,N/A,N/A,https://a0.muscache.com/im/pictures/user/0ee4f9ce-4c6b-41b5-9fbd-5b73a6b6f350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0ee4f9ce-4c6b-41b5-9fbd-5b73a6b6f350.jpg?aki_policy=profile_x_medium,,1,1
31405430,https://www.airbnb.com/users/show/31405430,Tabby,2015-04-17,"Harrison Hot Springs, Canada",,100%,100%,https://a0.muscache.com/im/users/31405430/profile_pic/1429289292/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31405430/profile_pic/1429289292/original.jpg?aki_policy=profile_x_medium,Downtown Vancouver,9,11
31544369,https://www.airbnb.com/users/show/31544369,Yola,2015-04-19,"Vancouver, Canada",,100%,94%,https://a0.muscache.com/im/pictures/user/26822870-cdba-4723-8373-baf2a3f6cf30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26822870-cdba-4723-8373-baf2a3f6cf30.jpg?aki_policy=profile_x_medium,Central Vancouver,1,1
31552430,https://www.airbnb.com/users/show/31552430,Sandrine,2015-04-19,"Vancouver, Canada","I am a local Vancouverite who has lived and worked in both tourism and education in the city. My hobbies include volleyball, hiking and painting.",100%,100%,https://a0.muscache.com/im/users/31552430/profile_pic/1429493499/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31552430/profile_pic/1429493499/original.jpg?aki_policy=profile_x_medium,Kensington-Cedar Cottage,2,2
31595556,https://www.airbnb.com/users/show/31595556,Monique,2015-04-20,"Vancouver, Canada",,100%,100%,https://a0.muscache.com/im/users/31595556/profile_pic/1431036249/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/31595556/profile_pic/1431036249/original.jpg?aki_policy=profile_x_medium,Arbutus Ridge,1,2
31635801,https://www.airbnb.com/users/show/31635801,Dan,2015-04-21,,"Hey there, I'm Dan!

I love traveling to new cities/countries, and meeting new people. Most of my weekends are spent bicycling, rock climbing, camping or skiing.

Traveling to different places has made me appreciate the importance of 
a welcoming host or helpful locals! I am eager to return the favor, and make your time in our beautiful city all the more enjoyable!

Feel free to contact me with any questions about my listings anytime. Happy and safe travels!
",100%,98%,https://a0.muscache.com/im/pictures/user/4dd5a8ad-9809-4cb0-8f61-b69a800e03fe.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4dd5a8ad-9809-4cb0-8f61-b69a800e03fe.jpg?aki_policy=profile_x_medium,Downtown Vancouver,3,3
31662235,https://www.airbnb.com/users/show/31662235,Cecile,2015-04-21,"Vancouver, Canada",,100%,0%,https://a0.muscache.com/im/pictures/user/45e64ff2-28b8-48fc-93b9-92158b1f9194.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/45e64ff2-28b8-48fc-93b9-92158b1f9194.jpg?aki_policy=profile_x_medium,Grandview-Woodland,1,6
31665552,https://www.airbnb.com/users/show/31665552,Sam,2015-04-21,"Ann Arbor, MI",,71%,79%,https://a0.muscache.com/im/pictures/user/5ff73512-93ce-4771-a00f-3e6a52da2bcc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5ff73512-93ce-4771-a00f-3e6a52da2bcc.jpg?aki_policy=profile_x_medium,Central Vancouver,2,6
